# i, x, y, z, vx, vy, vz
18756, 6, 0, 30, 6.29, -4.29, -0.26
18757, 7, 0, 30, 6.26, -3.97, -0.39
18758, 8, 0, 30, 6.22, -3.62, -0.46
18759, 9, 0, 30, 6.19, -3.2, -0.44
18760, 10, 0, 30, 6.16, -2.67, -0.36
18761, 11, 0, 30, 6.13, -2.03, -0.27
18762, 12, 0, 30, 6.09, -1.29, -0.2
18763, 13, 0, 30, 6.02, -0.49, -0.21
18764, 14, 0, 30, 5.94, 0.29, -0.26
18765, 15, 0, 30, 5.86, 1.03, -0.32
18766, 16, 0, 30, 5.78, 1.69, -0.35
18767, 17, 0, 30, 5.7, 2.26, -0.34
18768, 18, 0, 30, 5.61, 2.75, -0.3
18769, 19, 0, 30, 5.53, 3.19, -0.25
18770, 20, 0, 30, 5.47, 3.69, -0.19
18771, 21, 0, 30, 5.45, 4.37, -0.12
18772, 22, 0, 30, 5.48, 5.27, -0.03
18773, 23, 0, 30, 5.53, 6.06, 0.07
18774, 24, 0, 30, 5.55, 6.53, 0.17
18775, 0, 1, 30, 6.16, -5.6, 0.02
18776, 1, 1, 30, 6.03, -5.54, 0
18777, 2, 1, 30, 5.91, -5.4, -0.05
18778, 3, 1, 30, 5.81, -5.18, -0.15
18779, 4, 1, 30, 5.74, -4.92, -0.35
18780, 5, 1, 30, 5.71, -4.63, -0.61
18781, 6, 1, 30, 5.75, -4.36, -0.83
18782, 7, 1, 30, 5.85, -4.08, -0.89
18783, 8, 1, 30, 6.01, -3.75, -0.78
18784, 9, 1, 30, 6.21, -3.34, -0.53
18785, 10, 1, 30, 6.41, -2.8, -0.23
18786, 11, 1, 30, 6.57, -2.12, 0.03
18787, 12, 1, 30, 6.67, -1.34, 0.2
18788, 13, 1, 30, 6.68, -0.51, 0.25
18789, 14, 1, 30, 6.6, 0.32, 0.17
18790, 15, 1, 30, 6.43, 1.1, 0
18791, 16, 1, 30, 6.21, 1.79, -0.2
18792, 17, 1, 30, 5.96, 2.38, -0.34
18793, 18, 1, 30, 5.74, 2.86, -0.41
18794, 19, 1, 30, 5.56, 3.27, -0.39
18795, 20, 1, 30, 5.43, 3.71, -0.31
18796, 21, 1, 30, 5.39, 4.3, -0.2
18797, 22, 1, 30, 5.42, 5.15, -0.07
18798, 23, 1, 30, 5.47, 5.94, 0.05
18799, 24, 1, 30, 5.49, 6.45, 0.17
18800, 0, 2, 30, 5.33, -5.48, -0.09
18801, 1, 2, 30, 5.2, -5.43, -0.13
18802, 2, 2, 30, 5.1, -5.31, -0.23
18803, 3, 2, 30, 5.04, -5.13, -0.45
18804, 4, 2, 30, 5.05, -4.94, -0.77
18805, 5, 2, 30, 5.15, -4.77, -1.04
18806, 6, 2, 30, 5.38, -4.62, -1.09
18807, 7, 2, 30, 5.72, -4.45, -0.84
18808, 8, 2, 30, 6.12, -4.18, -0.38
18809, 9, 2, 30, 6.55, -3.77, 0.18
18810, 10, 2, 30, 6.94, -3.17, 0.7
18811, 11, 2, 30, 7.25, -2.41, 1.09
18812, 12, 2, 30, 7.44, -1.52, 1.29
18813, 13, 2, 30, 7.48, -0.58, 1.28
18814, 14, 2, 30, 7.37, 0.36, 1.08
18815, 15, 2, 30, 7.14, 1.23, 0.73
18816, 16, 2, 30, 6.8, 1.99, 0.28
18817, 17, 2, 30, 6.41, 2.61, -0.15
18818, 18, 2, 30, 6.01, 3.1, -0.46
18819, 19, 2, 30, 5.65, 3.47, -0.6
18820, 20, 2, 30, 5.4, 3.81, -0.56
18821, 21, 2, 30, 5.28, 4.28, -0.39
18822, 22, 2, 30, 5.28, 5.03, -0.18
18823, 23, 2, 30, 5.33, 5.82, 0
18824, 24, 2, 30, 5.36, 6.38, 0.16
18825, 0, 3, 30, 4.41, -5.36, -0.16
18826, 1, 3, 30, 4.35, -5.33, -0.24
18827, 2, 3, 30, 4.34, -5.26, -0.42
18828, 3, 3, 30, 4.42, -5.18, -0.74
18829, 4, 3, 30, 4.62, -5.14, -1.01
18830, 5, 3, 30, 4.96, -5.14, -0.98
18831, 6, 3, 30, 5.43, -5.16, -0.54
18832, 7, 3, 30, 6, -5.09, 0.21
18833, 8, 3, 30, 6.63, -4.86, 1.11
18834, 9, 3, 30, 7.27, -4.4, 1.98
18835, 10, 3, 30, 7.84, -3.69, 2.7
18836, 11, 3, 30, 8.28, -2.77, 3.17
18837, 12, 3, 30, 8.52, -1.71, 3.36
18838, 13, 3, 30, 8.56, -0.59, 3.26
18839, 14, 3, 30, 8.39, 0.49, 2.9
18840, 15, 3, 30, 8.04, 1.47, 2.31
18841, 16, 3, 30, 7.56, 2.3, 1.53
18842, 17, 3, 30, 7, 2.97, 0.69
18843, 18, 3, 30, 6.42, 3.46, -0.07
18844, 19, 3, 30, 5.87, 3.8, -0.6
18845, 20, 3, 30, 5.43, 4.04, -0.82
18846, 21, 3, 30, 5.17, 4.35, -0.72
18847, 22, 3, 30, 5.09, 4.96, -0.42
18848, 23, 3, 30, 5.11, 5.71, -0.12
18849, 24, 3, 30, 5.13, 6.31, 0.13
18850, 0, 4, 30, 3.73, -5.3, -0.21
18851, 1, 4, 30, 3.75, -5.31, -0.33
18852, 2, 4, 30, 3.86, -5.33, -0.58
18853, 3, 4, 30, 4.1, -5.42, -0.85
18854, 4, 4, 30, 4.47, -5.57, -0.8
18855, 5, 4, 30, 4.97, -5.78, -0.25
18856, 6, 4, 30, 5.61, -5.94, 0.74
18857, 7, 4, 30, 6.38, -5.95, 1.98
18858, 8, 4, 30, 7.23, -5.7, 3.24
18859, 9, 4, 30, 8.08, -5.14, 4.35
18860, 10, 4, 30, 8.83, -4.27, 5.18
18861, 11, 4, 30, 9.39, -3.14, 5.69
18862, 12, 4, 30, 9.71, -1.83, 5.86
18863, 13, 4, 30, 9.75, -0.47, 5.69
18864, 14, 4, 30, 9.52, 0.82, 5.22
18865, 15, 4, 30, 9.06, 1.93, 4.48
18866, 16, 4, 30, 8.43, 2.83, 3.47
18867, 17, 4, 30, 7.69, 3.5, 2.26
18868, 18, 4, 30, 6.92, 3.97, 1.02
18869, 19, 4, 30, 6.19, 4.26, -0.04
18870, 20, 4, 30, 5.55, 4.41, -0.74
18871, 21, 4, 30, 5.1, 4.55, -0.97
18872, 22, 4, 30, 4.88, 4.95, -0.75
18873, 23, 4, 30, 4.84, 5.63, -0.33
18874, 24, 4, 30, 4.85, 6.24, 0.04
18875, 0, 5, 30, 3.23, -5.3, -0.26
18876, 1, 5, 30, 3.31, -5.39, -0.39
18877, 2, 5, 30, 3.52, -5.57, -0.61
18878, 3, 5, 30, 3.85, -5.84, -0.63
18879, 4, 5, 30, 4.3, -6.21, -0.09
18880, 5, 5, 30, 4.92, -6.59, 1.03
18881, 6, 5, 30, 5.71, -6.87, 2.53
18882, 7, 5, 30, 6.68, -6.93, 4.14
18883, 8, 5, 30, 7.74, -6.64, 5.61
18884, 9, 5, 30, 8.78, -5.96, 6.81
18885, 10, 5, 30, 9.68, -4.88, 7.68
18886, 11, 5, 30, 10.37, -3.48, 8.18
18887, 12, 5, 30, 10.76, -1.87, 8.32
18888, 13, 5, 30, 10.81, -0.21, 8.1
18889, 14, 5, 30, 10.55, 1.34, 7.57
18890, 15, 5, 30, 10, 2.63, 6.75
18891, 16, 5, 30, 9.24, 3.61, 5.65
18892, 17, 5, 30, 8.36, 4.27, 4.25
18893, 18, 5, 30, 7.43, 4.67, 2.66
18894, 19, 5, 30, 6.53, 4.86, 1.09
18895, 20, 5, 30, 5.72, 4.91, -0.17
18896, 21, 5, 30, 5.08, 4.88, -0.91
18897, 22, 5, 30, 4.69, 5.06, -1.01
18898, 23, 5, 30, 4.55, 5.59, -0.6
18899, 24, 5, 30, 4.53, 6.19, -0.11
18900, 0, 6, 30, 2.79, -5.37, -0.3
18901, 1, 6, 30, 2.91, -5.58, -0.41
18902, 2, 6, 30, 3.15, -5.93, -0.47
18903, 3, 6, 30, 3.51, -6.39, -0.09
18904, 4, 6, 30, 4.01, -6.94, 1
18905, 5, 6, 30, 4.71, -7.49, 2.64
18906, 6, 6, 30, 5.66, -7.89, 4.51
18907, 7, 6, 30, 6.8, -7.97, 6.29
18908, 8, 6, 30, 8.01, -7.63, 7.8
18909, 9, 6, 30, 9.19, -6.8, 8.99
18910, 10, 6, 30, 10.21, -5.49, 9.83
18911, 11, 6, 30, 10.98, -3.79, 10.32
18912, 12, 6, 30, 11.43, -1.84, 10.46
18913, 13, 6, 30, 11.51, 0.16, 10.25
18914, 14, 6, 30, 11.23, 2.01, 9.69
18915, 15, 6, 30, 10.63, 3.52, 8.83
18916, 16, 6, 30, 9.8, 4.62, 7.71
18917, 17, 6, 30, 8.82, 5.29, 6.27
18918, 18, 6, 30, 7.79, 5.59, 4.52
18919, 19, 6, 30, 6.78, 5.65, 2.6
18920, 20, 6, 30, 5.85, 5.54, 0.84
18921, 21, 6, 30, 5.08, 5.35, -0.45
18922, 22, 6, 30, 4.54, 5.28, -1.03
18923, 23, 6, 30, 4.27, 5.62, -0.81
18924, 24, 6, 30, 4.21, 6.16, -0.28
18925, 0, 7, 30, 2.32, -5.47, -0.35
18926, 1, 7, 30, 2.44, -5.82, -0.35
18927, 2, 7, 30, 2.68, -6.34, -0.15
18928, 3, 7, 30, 3.02, -6.98, 0.7
18929, 4, 7, 30, 3.54, -7.71, 2.29
18930, 5, 7, 30, 4.32, -8.42, 4.3
18931, 6, 7, 30, 5.36, -8.91, 6.32
18932, 7, 7, 30, 6.58, -9.03, 8.11
18933, 8, 7, 30, 7.87, -8.62, 9.57
18934, 9, 7, 30, 9.11, -7.63, 10.69
18935, 10, 7, 30, 10.2, -6.07, 11.48
18936, 11, 7, 30, 11.02, -4.03, 11.94
18937, 12, 7, 30, 11.51, -1.72, 12.11
18938, 13, 7, 30, 11.63, 0.64, 11.96
18939, 14, 7, 30, 11.37, 2.8, 11.45
18940, 15, 7, 30, 10.77, 4.55, 10.61
18941, 16, 7, 30, 9.93, 5.78, 9.49
18942, 17, 7, 30, 8.93, 6.47, 8.08
18943, 18, 7, 30, 7.86, 6.69, 6.3
18944, 19, 7, 30, 6.81, 6.59, 4.2
18945, 20, 7, 30, 5.84, 6.29, 2.08
18946, 21, 7, 30, 5, 5.91, 0.33
18947, 22, 7, 30, 4.36, 5.62, -0.75
18948, 23, 7, 30, 4, 5.72, -0.86
18949, 24, 7, 30, 3.89, 6.13, -0.41
18950, 0, 8, 30, 1.76, -5.57, -0.38
18951, 1, 8, 30, 1.87, -6.09, -0.21
18952, 2, 8, 30, 2.06, -6.75, 0.3
18953, 3, 8, 30, 2.36, -7.54, 1.58
18954, 4, 8, 30, 2.87, -8.45, 3.55
18955, 5, 8, 30, 3.66, -9.3, 5.75
18956, 6, 8, 30, 4.69, -9.88, 7.8
18957, 7, 8, 30, 5.89, -10.02, 9.55
18958, 8, 8, 30, 7.14, -9.55, 10.95
18959, 9, 8, 30, 8.36, -8.4, 12
18960, 10, 8, 30, 9.43, -6.56, 12.67
18961, 11, 8, 30, 10.26, -4.19, 13.02
18962, 12, 8, 30, 10.79, -1.51, 13.15
18963, 13, 8, 30, 10.98, 1.21, 13.1
18964, 14, 8, 30, 10.79, 3.68, 12.75
18965, 15, 8, 30, 10.27, 5.66, 12.01
18966, 16, 8, 30, 9.48, 7.01, 10.94
18967, 17, 8, 30, 8.54, 7.72, 9.57
18968, 18, 8, 30, 7.53, 7.88, 7.83
18969, 19, 8, 30, 6.53, 7.62, 5.68
18970, 20, 8, 30, 5.59, 7.13, 3.35
18971, 21, 8, 30, 4.76, 6.53, 1.24
18972, 22, 8, 30, 4.1, 6.02, -0.26
18973, 23, 8, 30, 3.68, 5.88, -0.71
18974, 24, 8, 30, 3.54, 6.1, -0.46
18975, 0, 9, 30, 1.12, -5.66, -0.37
18976, 1, 9, 30, 1.2, -6.32, 0
18977, 2, 9, 30, 1.32, -7.08, 0.78
18978, 3, 9, 30, 1.54, -8.01, 2.41
18979, 4, 9, 30, 1.98, -9.07, 4.61
18980, 5, 9, 30, 2.68, -10.04, 6.89
18981, 6, 9, 30, 3.58, -10.71, 8.95
18982, 7, 9, 30, 4.62, -10.86, 10.69
18983, 8, 9, 30, 5.71, -10.33, 12.05
18984, 9, 9, 30, 6.78, -9.01, 12.97
18985, 10, 9, 30, 7.76, -6.91, 13.4
18986, 11, 9, 30, 8.55, -4.21, 13.47
18987, 12, 9, 30, 9.11, -1.21, 13.47
18988, 13, 9, 30, 9.4, 1.82, 13.53
18989, 14, 9, 30, 9.38, 4.57, 13.47
18990, 15, 9, 30, 9.02, 6.77, 12.99
18991, 16, 9, 30, 8.4, 8.23, 12.04
18992, 17, 9, 30, 7.61, 8.95, 10.73
18993, 18, 9, 30, 6.74, 9.05, 9.03
18994, 19, 9, 30, 5.87, 8.65, 6.89
18995, 20, 9, 30, 5.05, 7.96, 4.47
18996, 21, 9, 30, 4.31, 7.16, 2.13
18997, 22, 9, 30, 3.69, 6.43, 0.32
18998, 23, 9, 30, 3.27, 6.07, -0.44
18999, 24, 9, 30, 3.12, 6.07, -0.43
19000, 0, 10, 30, 0.4, -5.74, -0.3
19001, 1, 10, 30, 0.43, -6.48, 0.2
19002, 2, 10, 30, 0.45, -7.29, 1.18
19003, 3, 10, 30, 0.56, -8.34, 3.04
19004, 4, 10, 30, 0.87, -9.52, 5.39
19005, 5, 10, 30, 1.38, -10.58, 7.73
19006, 6, 10, 30, 2.03, -11.29, 9.82
19007, 7, 10, 30, 2.78, -11.44, 11.56
19008, 8, 10, 30, 3.6, -10.85, 12.84
19009, 9, 10, 30, 4.44, -9.38, 13.51
19010, 10, 10, 30, 5.24, -7.04, 13.52
19011, 11, 10, 30, 5.94, -4.08, 13.16
19012, 12, 10, 30, 6.52, -0.84, 12.96
19013, 13, 10, 30, 6.95, 2.41, 13.19
19014, 14, 10, 30, 7.13, 5.4, 13.56
19015, 15, 10, 30, 7.03, 7.78, 13.5
19016, 16, 10, 30, 6.66, 9.33, 12.78
19017, 17, 10, 30, 6.12, 10.06, 11.56
19018, 18, 10, 30, 5.48, 10.08, 9.9
19019, 19, 10, 30, 4.82, 9.57, 7.77
19020, 20, 10, 30, 4.19, 8.72, 5.32
19021, 21, 10, 30, 3.61, 7.73, 2.86
19022, 22, 10, 30, 3.1, 6.82, 0.85
19023, 23, 10, 30, 2.72, 6.26, -0.12
19024, 24, 10, 30, 2.59, 6.03, -0.33
19025, 0, 11, 30, -0.39, -5.83, -0.21
19026, 1, 11, 30, -0.4, -6.54, 0.32
19027, 2, 11, 30, -0.49, -7.38, 1.41
19028, 3, 11, 30, -0.52, -8.5, 3.43
19029, 4, 11, 30, -0.42, -9.73, 5.87
19030, 5, 11, 30, -0.19, -10.82, 8.27
19031, 6, 11, 30, 0.13, -11.54, 10.39
19032, 7, 11, 30, 0.53, -11.67, 12.1
19033, 8, 11, 30, 1.01, -11.01, 13.24
19034, 9, 11, 30, 1.56, -9.42, 13.63
19035, 10, 11, 30, 2.17, -6.91, 13.2
19036, 11, 11, 30, 2.78, -3.79, 12.42
19037, 12, 11, 30, 3.36, -0.43, 12.06
19038, 13, 11, 30, 3.88, 2.94, 12.46
19039, 14, 11, 30, 4.27, 6.07, 13.25
19040, 15, 11, 30, 4.44, 8.59, 13.63
19041, 16, 11, 30, 4.38, 10.21, 13.19
19042, 17, 11, 30, 4.15, 10.94, 12.07
19043, 18, 11, 30, 3.82, 10.9, 10.43
19044, 19, 11, 30, 3.45, 10.29, 8.3
19045, 20, 11, 30, 3.07, 9.3, 5.84
19046, 21, 11, 30, 2.7, 8.17, 3.34
19047, 22, 11, 30, 2.33, 7.12, 1.24
19048, 23, 11, 30, 2.04, 6.41, 0.14
19049, 24, 11, 30, 1.93, 5.98, -0.24
19050, 0, 12, 30, -1.19, -5.91, -0.18
19051, 1, 12, 30, -1.25, -6.52, 0.3
19052, 2, 12, 30, -1.45, -7.32, 1.44
19053, 3, 12, 30, -1.64, -8.44, 3.54
19054, 4, 12, 30, -1.78, -9.66, 6.03
19055, 5, 12, 30, -1.86, -10.73, 8.47
19056, 6, 12, 30, -1.89, -11.41, 10.6
19057, 7, 12, 30, -1.87, -11.5, 12.26
19058, 8, 12, 30, -1.75, -10.79, 13.33
19059, 9, 12, 30, -1.5, -9.14, 13.62
19060, 10, 12, 30, -1.09, -6.57, 13.03
19061, 11, 12, 30, -0.57, -3.39, 12.07
19062, 12, 12, 30, -0.01, 0.01, 11.62
19063, 13, 12, 30, 0.56, 3.41, 12.08
19064, 14, 12, 30, 1.08, 6.58, 13.03
19065, 15, 12, 30, 1.49, 9.15, 13.62
19066, 16, 12, 30, 1.74, 10.79, 13.33
19067, 17, 12, 30, 1.86, 11.49, 12.25
19068, 18, 12, 30, 1.88, 11.4, 10.59
19069, 19, 12, 30, 1.85, 10.71, 8.46
19070, 20, 12, 30, 1.77, 9.65, 6.02
19071, 21, 12, 30, 1.64, 8.43, 3.53
19072, 22, 12, 30, 1.44, 7.31, 1.43
19073, 23, 12, 30, 1.25, 6.51, 0.3
19074, 24, 12, 30, 1.18, 5.91, -0.19
19075, 0, 13, 30, -1.94, -5.98, -0.23
19076, 1, 13, 30, -2.05, -6.42, 0.15
19077, 2, 13, 30, -2.34, -7.14, 1.25
19078, 3, 13, 30, -2.71, -8.18, 3.35
19079, 4, 13, 30, -3.08, -9.32, 5.86
19080, 5, 13, 30, -3.46, -10.3, 8.32
19081, 6, 13, 30, -3.83, -10.91, 10.44
19082, 7, 13, 30, -4.16, -10.94, 12.08
19083, 8, 13, 30, -4.4, -10.21, 13.19
19084, 9, 13, 30, -4.45, -8.58, 13.63
19085, 10, 13, 30, -4.28, -6.06, 13.25
19086, 11, 13, 30, -3.89, -2.93, 12.46
19087, 12, 13, 30, -3.38, 0.44, 12.06
19088, 13, 13, 30, -2.79, 3.8, 12.43
19089, 14, 13, 30, -2.18, 6.92, 13.21
19090, 15, 13, 30, -1.57, 9.43, 13.63
19091, 16, 13, 30, -1.02, 11.01, 13.24
19092, 17, 13, 30, -0.54, 11.66, 12.09
19093, 18, 13, 30, -0.14, 11.53, 10.38
19094, 19, 13, 30, 0.18, 10.81, 8.25
19095, 20, 13, 30, 0.41, 9.71, 5.86
19096, 21, 13, 30, 0.52, 8.48, 3.42
19097, 22, 13, 30, 0.49, 7.36, 1.4
19098, 23, 13, 30, 0.4, 6.54, 0.31
19099, 24, 13, 30, 0.38, 5.83, -0.23
19100, 0, 14, 30, -2.6, -6.03, -0.33
19101, 1, 14, 30, -2.73, -6.27, -0.12
19102, 2, 14, 30, -3.1, -6.83, 0.86
19103, 3, 14, 30, -3.62, -7.75, 2.87
19104, 4, 14, 30, -4.2, -8.73, 5.33
19105, 5, 14, 30, -4.84, -9.59, 7.79
19106, 6, 14, 30, -5.49, -10.09, 9.91
19107, 7, 14, 30, -6.13, -10.06, 11.57
19108, 8, 14, 30, -6.68, -9.33, 12.79
19109, 9, 14, 30, -7.05, -7.77, 13.5
19110, 10, 14, 30, -7.15, -5.39, 13.56
19111, 11, 14, 30, -6.96, -2.39, 13.19
19112, 12, 14, 30, -6.53, 0.86, 12.96
19113, 13, 14, 30, -5.95, 4.09, 13.16
19114, 14, 14, 30, -5.25, 7.05, 13.52
19115, 15, 14, 30, -4.45, 9.38, 13.51
19116, 16, 14, 30, -3.61, 10.85, 12.83
19117, 17, 14, 30, -2.79, 11.43, 11.55
19118, 18, 14, 30, -2.03, 11.28, 9.81
19119, 19, 14, 30, -1.38, 10.56, 7.71
19120, 20, 14, 30, -0.87, 9.5, 5.37
19121, 21, 14, 30, -0.56, 8.33, 3.03
19122, 22, 14, 30, -0.45, 7.28, 1.16
19123, 23, 14, 30, -0.43, 6.47, 0.19
19124, 24, 14, 30, -0.4, 5.74, -0.32
19125, 0, 15, 30, -3.13, -6.08, -0.43
19126, 1, 15, 30, -3.28, -6.09, -0.44
19127, 2, 15, 30, -3.7, -6.45, 0.32
19128, 3, 15, 30, -4.31, -7.18, 2.14
19129, 4, 15, 30, -5.06, -7.98, 4.48
19130, 5, 15, 30, -5.88, -8.67, 6.9
19131, 6, 15, 30, -6.75, -9.05, 9.04
19132, 7, 15, 30, -7.62, -8.96, 10.74
19133, 8, 15, 30, -8.41, -8.23, 12.05
19134, 9, 15, 30, -9.03, -6.76, 12.99
19135, 10, 15, 30, -9.39, -4.56, 13.47
19136, 11, 15, 30, -9.42, -1.8, 13.53
19137, 12, 15, 30, -9.12, 1.22, 13.46
19138, 13, 15, 30, -8.56, 4.22, 13.47
19139, 14, 15, 30, -7.76, 6.92, 13.39
19140, 15, 15, 30, -6.79, 9.02, 12.96
19141, 16, 15, 30, -5.71, 10.33, 12.04
19142, 17, 15, 30, -4.62, 10.85, 10.68
19143, 18, 15, 30, -3.59, 10.7, 8.94
19144, 19, 15, 30, -2.68, 10.03, 6.87
19145, 20, 15, 30, -1.98, 9.05, 4.59
19146, 21, 15, 30, -1.54, 8, 2.39
19147, 22, 15, 30, -1.31, 7.06, 0.77
19148, 23, 15, 30, -1.2, 6.31, -0.01
19149, 24, 15, 30, -1.12, 5.66, -0.37
19150, 0, 16, 30, -3.55, -6.11, -0.47
19151, 1, 16, 30, -3.69, -5.9, -0.72
19152, 2, 16, 30, -4.11, -6.04, -0.26
19153, 3, 16, 30, -4.77, -6.55, 1.25
19154, 4, 16, 30, -5.6, -7.14, 3.36
19155, 5, 16, 30, -6.54, -7.64, 5.69
19156, 6, 16, 30, -7.55, -7.89, 7.83
19157, 7, 16, 30, -8.56, -7.72, 9.58
19158, 8, 16, 30, -9.5, -7.01, 10.94
19159, 9, 16, 30, -10.28, -5.65, 12.02
19160, 10, 16, 30, -10.8, -3.67, 12.75
19161, 11, 16, 30, -10.99, -1.19, 13.1
19162, 12, 16, 30, -10.8, 1.52, 13.15
19163, 13, 16, 30, -10.27, 4.2, 13.02
19164, 14, 16, 30, -9.43, 6.57, 12.66
19165, 15, 16, 30, -8.36, 8.4, 11.99
19166, 16, 16, 30, -7.14, 9.55, 10.94
19167, 17, 16, 30, -5.89, 10.01, 9.54
19168, 18, 16, 30, -4.69, 9.87, 7.78
19169, 19, 16, 30, -3.66, 9.28, 5.73
19170, 20, 16, 30, -2.87, 8.43, 3.53
19171, 21, 16, 30, -2.36, 7.53, 1.57
19172, 22, 16, 30, -2.06, 6.74, 0.29
19173, 23, 16, 30, -1.87, 6.08, -0.21
19174, 24, 16, 30, -1.76, 5.57, -0.38
19175, 0, 17, 30, -3.89, -6.14, -0.42
19176, 1, 17, 30, -4, -5.74, -0.86
19177, 2, 17, 30, -4.37, -5.63, -0.75
19178, 3, 17, 30, -5.01, -5.93, 0.33
19179, 4, 17, 30, -5.85, -6.31, 2.09
19180, 5, 17, 30, -6.82, -6.6, 4.21
19181, 6, 17, 30, -7.87, -6.7, 6.31
19182, 7, 17, 30, -8.94, -6.47, 8.09
19183, 8, 17, 30, -9.94, -5.78, 9.49
19184, 9, 17, 30, -10.78, -4.54, 10.61
19185, 10, 17, 30, -11.38, -2.79, 11.45
19186, 11, 17, 30, -11.64, -0.63, 11.96
19187, 12, 17, 30, -11.52, 1.73, 12.1
19188, 13, 17, 30, -11.03, 4.04, 11.94
19189, 14, 17, 30, -10.2, 6.07, 11.47
19190, 15, 17, 30, -9.12, 7.64, 10.68
19191, 16, 17, 30, -7.87, 8.62, 9.56
19192, 17, 17, 30, -6.58, 9.02, 8.1
19193, 18, 17, 30, -5.36, 8.9, 6.3
19194, 19, 17, 30, -4.32, 8.4, 4.28
19195, 20, 17, 30, -3.54, 7.7, 2.27
19196, 21, 17, 30, -3.02, 6.97, 0.68
19197, 22, 17, 30, -2.68, 6.33, -0.16
19198, 23, 17, 30, -2.45, 5.81, -0.35
19199, 24, 17, 30, -2.32, 5.46, -0.35
19200, 0, 18, 30, -4.21, -6.17, -0.29
19201, 1, 18, 30, -4.27, -5.64, -0.82
19202, 2, 18, 30, -4.54, -5.3, -1.03
19203, 3, 18, 30, -5.08, -5.36, -0.44
19204, 4, 18, 30, -5.86, -5.55, 0.84
19205, 5, 18, 30, -6.78, -5.66, 2.6
19206, 6, 18, 30, -7.8, -5.6, 4.53
19207, 7, 18, 30, -8.83, -5.29, 6.28
19208, 8, 18, 30, -9.81, -4.62, 7.71
19209, 9, 18, 30, -10.64, -3.52, 8.83
19210, 10, 18, 30, -11.24, -2, 9.69
19211, 11, 18, 30, -11.52, -0.15, 10.25
19212, 12, 18, 30, -11.44, 1.85, 10.46
19213, 13, 18, 30, -10.99, 3.8, 10.31
19214, 14, 18, 30, -10.22, 5.5, 9.82
19215, 15, 18, 30, -9.19, 6.81, 8.98
19216, 16, 18, 30, -8.01, 7.63, 7.79
19217, 17, 18, 30, -6.8, 7.97, 6.27
19218, 18, 18, 30, -5.66, 7.88, 4.49
19219, 19, 18, 30, -4.71, 7.48, 2.62
19220, 20, 18, 30, -4.01, 6.93, 0.98
19221, 21, 18, 30, -3.51, 6.38, -0.1
19222, 22, 18, 30, -3.16, 5.91, -0.48
19223, 23, 18, 30, -2.92, 5.57, -0.41
19224, 24, 18, 30, -2.8, 5.36, -0.3
19225, 0, 19, 30, -4.53, -6.2, -0.12
19226, 1, 19, 30, -4.55, -5.61, -0.61
19227, 2, 19, 30, -4.69, -5.08, -1.01
19228, 3, 19, 30, -5.08, -4.9, -0.91
19229, 4, 19, 30, -5.72, -4.92, -0.16
19230, 5, 19, 30, -6.53, -4.87, 1.09
19231, 6, 19, 30, -7.43, -4.67, 2.67
19232, 7, 19, 30, -8.36, -4.28, 4.26
19233, 8, 19, 30, -9.25, -3.61, 5.65
19234, 9, 19, 30, -10.01, -2.63, 6.75
19235, 10, 19, 30, -10.55, -1.33, 7.57
19236, 11, 19, 30, -10.82, 0.22, 8.11
19237, 12, 19, 30, -10.76, 1.88, 8.32
19238, 13, 19, 30, -10.37, 3.49, 8.18
19239, 14, 19, 30, -9.69, 4.89, 7.67
19240, 15, 19, 30, -8.78, 5.96, 6.8
19241, 16, 19, 30, -7.74, 6.64, 5.6
19242, 17, 19, 30, -6.68, 6.92, 4.12
19243, 18, 19, 30, -5.72, 6.86, 2.51
19244, 19, 19, 30, -4.92, 6.58, 1.01
19245, 20, 19, 30, -4.31, 6.19, -0.11
19246, 21, 19, 30, -3.86, 5.83, -0.64
19247, 22, 19, 30, -3.53, 5.55, -0.61
19248, 23, 19, 30, -3.32, 5.38, -0.39
19249, 24, 19, 30, -3.24, 5.29, -0.25
19250, 0, 20, 30, -4.85, -6.25, 0.02
19251, 1, 20, 30, -4.83, -5.65, -0.34
19252, 2, 20, 30, -4.87, -4.97, -0.75
19253, 3, 20, 30, -5.09, -4.56, -0.97
19254, 4, 20, 30, -5.55, -4.42, -0.74
19255, 5, 20, 30, -6.18, -4.26, -0.04
19256, 6, 20, 30, -6.92, -3.97, 1.02
19257, 7, 20, 30, -7.69, -3.5, 2.27
19258, 8, 20, 30, -8.43, -2.83, 3.48
19259, 9, 20, 30, -9.07, -1.93, 4.48
19260, 10, 20, 30, -9.53, -0.81, 5.23
19261, 11, 20, 30, -9.76, 0.47, 5.7
19262, 12, 20, 30, -9.72, 1.83, 5.86
19263, 13, 20, 30, -9.4, 3.14, 5.69
19264, 14, 20, 30, -8.83, 4.28, 5.17
19265, 15, 20, 30, -8.08, 5.15, 4.33
19266, 16, 20, 30, -7.24, 5.7, 3.22
19267, 17, 20, 30, -6.39, 5.94, 1.96
19268, 18, 20, 30, -5.62, 5.93, 0.72
19269, 19, 20, 30, -4.98, 5.77, -0.26
19270, 20, 20, 30, -4.48, 5.56, -0.81
19271, 21, 20, 30, -4.11, 5.4, -0.85
19272, 22, 20, 30, -3.88, 5.32, -0.58
19273, 23, 20, 30, -3.77, 5.29, -0.33
